index	selection_bucket	source_kind	source_split	source_partition	class_ids	source_image	output_image	source_sha256	source_width	source_height	scale	pad_left	pad_top
21	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_tilt_0594-24_42-178&406_438&597-438&597_204&488_178&406_412&515-0_0_5_25_24_30_5-94-63.jpg	finetune_quant_dataset/quant_0021.jpg	98ACAD9EB9F8D8E405767CD180AE6B09820DA77D9F4632653AFF6C59B5CF5765	720	1160	0.551724137931	121	0
22	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0365234375-90_94-165&426_539&525-539&525_177&519_165&426_533&428-0_0_3_24_30_27_27_30-52-53.jpg	finetune_quant_dataset/quant_0022.jpg	3AA5E61D44962B0C381FAAC6F74AC009AF68885CE1825FBA780F9BDD4A6D6687	720	1160	0.551724137931	121	0
23	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_60_0074.jpg	finetune_quant_dataset/quant_0023.jpg	FD034EB8D4D12834EB10A1B9A97109853E4428A8322695B57A4E52909F6D1D28	1920	1080	0.333333333333	0	140
24	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_039290364583333334-89_266-233&466_588&577-588&571_241&577_233&473_578&466-0_0_5_24_24_26_26_26-185-104.jpg	finetune_quant_dataset/quant_0024.jpg	2016E714E51F24323E547CCE0E7F238BB8FC3C8C54056584EB9EFA64373FE9B4	720	1160	0.551724137931	121	0
25	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_30228515625-91_265-199&477_469&562-457&553_199&562_207&477_469&483-0_0_3_25_25_24_24_24-75-188.jpg	finetune_quant_dataset/quant_0025.jpg	AFF351EF297D4DEE5B2DBCFA0584C352CDB35894A331621F0915A09E18362FD1	720	1160	0.551724137931	121	0
26	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0221354166667-90_262-219&450_491&532-491&532_228&522_219&450_485&454-0_0_3_24_26_29_27_33-115-118.jpg	finetune_quant_dataset/quant_0026.jpg	51E817884C73811EB4EBF9B00A8804A3D99E0DD8E16570CD90A172C03B15AFB3	720	1160	0.551724137931	121	0
27	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_42_0100.jpg	finetune_quant_dataset/quant_0027.jpg	FE4719636490E85771BE4CD9C246473BBEDED639DEB1EAACC16A53E35D6248C4	1920	1080	0.333333333333	0	140
28	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0306467013889-89_270-181&448_488&549-485&540_182&549_181&459_488&448-0_0_3_26_24_33_27_33-117-54.jpg	finetune_quant_dataset/quant_0028.jpg	9FE8B28F0555225F7EF11B350AD879CDFEB166309F4FCC80DE0B45EC2DA979D0	720	1160	0.551724137931	121	0
29	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_301611328125-89_90-233&472_458&544-458&538_233&544_240&472_458&484-0_0_3_24_33_32_24_29-95-18.jpg	finetune_quant_dataset/quant_0029.jpg	D56295946688BC50298DE571C1B2C23A00C6BBDAC88B5EDF0E317A7D428C0A2A	720	1160	0.551724137931	121	0
30	other_all	old	train	train	0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0883.jpg	finetune_quant_dataset/quant_0030.jpg	85D3E021402F362C165A63EA2D79543E60BFD98F098D942C55AE8D04DA48A5C4	1920	1080	0.333333333333	0	140
31	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0270486111111-90_267-226&451_530&541-522&531_226&541_230&454_530&451-0_0_3_25_30_30_32_32-93-93.jpg	finetune_quant_dataset/quant_0031.jpg	14E410D664E580F1BD15BC07C563E8718ED2E22AB3B2D77926897343BB596FB9	720	1160	0.551724137931	121	0
32	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0423-0_0-205&388_539&494-539&490_206&494_205&392_538&388-0_0_11_29_27_24_27-95-262.jpg	finetune_quant_dataset/quant_0032.jpg	B59A0880D9858FA67343FFBD0D7CC27F158B9DD63E835DD4F3FB0220EF19E3AF	720	1160	0.551724137931	121	0
33	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_01244140625-87_254-291&505_473&574-473&574_308&571_291&515_459&505-0_0_3_25_29_25_26_33-110-76.jpg	finetune_quant_dataset/quant_0033.jpg	37DC9FCAB6975D4E7E8DEAAF2A02E45BD4A83A85EF47F7B3D9291196CE26846A	720	1160	0.551724137931	121	0
34	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_db_0556-6_8-211&451_534&595-534&595_216&560_211&451_529&486-0_0_17_14_25_29_31-14-5.jpg	finetune_quant_dataset/quant_0034.jpg	2B02856DA620279D35CA9FAFECD9D5F62BE0CE29200204E4B6661FB2846AA329	720	1160	0.551724137931	121	0
35	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0307291666667-92_268-306&334_601&439-597&439_306&434_311&334_601&348-0_0_3_17_24_33_24_31-139-144.jpg	finetune_quant_dataset/quant_0035.jpg	03DFC0877730AC10E512212B4B624DFA2677F5C7349CC811D291E6E16C21AA63	720	1160	0.551724137931	121	0
36	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0753.jpg	finetune_quant_dataset/quant_0036.jpg	61C01103BE71F292C72170C6B9CCCB5375437C887B2243C25A7B41A5BE1D4AA3	1920	1080	0.333333333333	0	140
37	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_61_0099.jpg	finetune_quant_dataset/quant_0037.jpg	A5B09A6B5EF98565D3C23DD3F695EAE8DC233AF32A6A2A8AD54034D5E48F126C	1920	1080	0.333333333333	0	140
38	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_base_0462859195402-90_86-141&429_539&559-531&549_160&564_158&434_529&419-0_0_6_17_33_29_32-64-50.jpg	finetune_quant_dataset/quant_0038.jpg	6C63A3AC03DA55D3F955A8A82BD2CAC12484176880ED67779AC58C7D4E23C8F5	720	1160	0.551724137931	121	0
39	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1146.jpg	finetune_quant_dataset/quant_0039.jpg	44BAEDC6E95C853021888827097CBA5A27DFBA462B88DBF76F449ECED23846F6	1600	1200	0.4	0	80
40	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0332063802083-88_264-243&356_546&467-546&451_243&467_248&370_543&356-0_0_3_17_24_33_27_33-123-69.jpg	finetune_quant_dataset/quant_0040.jpg	F106F7B392BCE826A5C14DBC3A88809ADA5F01F74C8D75C22009E2569D5333A6	720	1160	0.551724137931	121	0
41	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤0D009警.jpg	finetune_quant_dataset/quant_0041.jpg	BD541B782C78F7AF94E92E19B0A4C2EB99C3AB90BCBE3C0DE88B1C71656450AF	1600	1200	0.4	0	80
42	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_1421.jpg	finetune_quant_dataset/quant_0042.jpg	0A7FD58A487032EADAC2B4CE4D355002CDDD8AB208A110315F252444BC5AACBD	1920	1080	0.333333333333	0	140
43	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_db_0423-3_0-251&469_553&586-546&586_251&570_258&469_553&485-0_0_1_31_15_25_29-26-36.jpg	finetune_quant_dataset/quant_0043.jpg	F0CA9FDD8F2A5CD7B9077D63D12DEB06E06DDE8059BD7EA6CAB1C9395F396C9E	720	1160	0.551724137931	121	0
44	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0259.jpg	finetune_quant_dataset/quant_0044.jpg	92739D2ECAE68B760529D4289E67BD2D5A49CCCE485955BBCC017429AE6AAE4A	1920	1080	0.333333333333	0	140
45	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_301453125-89_262-252&484_468&552-468&546_261&552_252&489_462&484-0_0_3_24_30_30_33_25-103-50.jpg	finetune_quant_dataset/quant_0045.jpg	14B94D99760C8DD044751ECE84ED6359444A5A10DA4A041992749A5204819B09	720	1160	0.551724137931	121	0
46	other_all	special	train	教练车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\教练车牌\粤C3308学.jpg	finetune_quant_dataset/quant_0046.jpg	08E231EB8B142BF5A109446FAB48B6470624C37C4E7E86E7446FCBA910E78FB4	1600	1200	0.4	0	80
47	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_60_0436.jpg	finetune_quant_dataset/quant_0047.jpg	5042770E66D0BC3AE944EEF10FE6579BA5D02BBFC3E55A782288D3F6FA13E164	1920	1080	0.333333333333	0	140
48	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0241319444444-92_99-235&459_513&547-513&547_243&534_235&459_505&465-0_0_3_25_27_32_32_32-164-234.jpg	finetune_quant_dataset/quant_0048.jpg	816D0694A910DCB340C17B10D1E76274EAC7B290372DFB15664BA44574441048	720	1160	0.551724137931	121	0
49	other_all	special	test	澳门出入境车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\澳门出入境车牌\粤ZR995澳.jpg	finetune_quant_dataset/quant_0049.jpg	29B1821DE8968F968A2432F0BFAE589D6E6D975BB2A9E9F4B8F0687F3F35FE6C	1600	1200	0.4	0	80
50	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0275651041667-89_94-192&423_484&518-484&509_193&518_192&434_478&423-0_0_3_24_31_25_25_31-121-179.jpg	finetune_quant_dataset/quant_0050.jpg	9FE3E0EF907A5DCB4610D74658B05334052D1ACD102D4E690E371FBEAF77E6AD	720	1160	0.551724137931	121	0
51	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_01453125-90_268-233&460_449&528-448&527_233&528_235&460_449&464-0_0_3_24_26_25_24_32-119-10.jpg	finetune_quant_dataset/quant_0051.jpg	20484BD5854C5B8E1DDBB8E80F1115BB46B7783BF01ADEFFED1A983C01AE28CE	720	1160	0.551724137931	121	0
52	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤C0677警.jpg	finetune_quant_dataset/quant_0052.jpg	0F2294DA788A5B2FFE7AE0A62D9184FFDC9C226AA29159C12DF46B36528BB261	1600	1200	0.4	0	80
53	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_35_0070.jpg	finetune_quant_dataset/quant_0053.jpg	CB0E416A99FEC26C98C17765C9C9E05B0BB1927287ECDC53D4FC0E8463D90746	1920	1080	0.333333333333	0	140
54	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_rotate_0476-21_4-262&463_487&640-487&563_294&640_262&540_455&463-0_0_6_25_26_28_29-128-59.jpg	finetune_quant_dataset/quant_0054.jpg	92E6D782C7ED8BC886C9DD1EBE8B3BB480A7AE6A1DDBC9D9368F3EFA40B5CB7D	720	1160	0.551724137931	121	0
55	other_all	old	train	train	0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1101.jpg	finetune_quant_dataset/quant_0055.jpg	A911DC42BAEE9A8D93D64C74EDA80034C100675A7D590E0009F2923600694ED1	1920	1080	0.333333333333	0	140
56	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_39_0128.jpg	finetune_quant_dataset/quant_0056.jpg	4770824A673EA3D7B958096CAE7BFCE2805B9D232A0A69C6FF13650FE25ADB65	1920	1080	0.333333333333	0	140
57	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_59_0822.jpg	finetune_quant_dataset/quant_0057.jpg	9DDC9AF592EF3051C3B553560B4D708904CB9D4B4B4678F46F5689C489C7BDA5	1920	1080	0.333333333333	0	140
58	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0518.jpg	finetune_quant_dataset/quant_0058.jpg	F77604BDD68FA6417736BD6E199174F332BF9B1C5FC3D165BC97AA2E8D871D25	1920	1080	0.333333333333	0	140
59	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_1 (592).jpg	finetune_quant_dataset/quant_0059.jpg	1A82B6918F5CF893278C1BE6D1F1CFAC6F671991AAC1F823AC558879113A6F28	1628	1236	0.39312039312	0	77
60	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤C0056警.jpg	finetune_quant_dataset/quant_0060.jpg	E8D13D298570F08AEA46F9DCC58F9AD97CB1603FB503D5DA6E1002FF7DDF7D05	1600	1200	0.4	0	80
61	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_1417.jpg	finetune_quant_dataset/quant_0061.jpg	1099B563560101DC727A4141E833A340E025FA22BA88ADB0C0DCCBF673D8CF8D	1920	1080	0.333333333333	0	140
62	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0167-0_0-275&465_475&535-475&534_275&535_275&466_475&465-0_0_23_26_15_24_32-162-32.jpg	finetune_quant_dataset/quant_0062.jpg	2280A4850DCB7D44AF5187E771516C7BC9527A65D8EE3049D352F50E46482927	720	1160	0.551724137931	121	0
63	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_42_1879.jpg	finetune_quant_dataset/quant_0063.jpg	2AC9C61542435DB9353256FD1697781962D3AF4CD00F45C5257B7B881AA6C37E	1920	1080	0.333333333333	0	140
64	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_58_0594.jpg	finetune_quant_dataset/quant_0064.jpg	8CB4C5B985086E89742AAFC8CB500F798629A380CD3096194DA40D146F53B102	1920	1080	0.333333333333	0	140
65	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_challenge_0123-1_8-249&487_413&550-405&547_249&550_257&490_413&487-0_0_22_9_25_30_24-186-7.jpg	finetune_quant_dataset/quant_0065.jpg	1B3339BEA5922A0C650AC34B66A3D1F017F9EA087271038B3C521C10F26B317D	720	1160	0.551724137931	121	0
66	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_fn_0065-5_2-305&667_417&716-415&716_305&705_307&667_417&678-0_0_22_21_32_32_30-114-6.jpg	finetune_quant_dataset/quant_0066.jpg	259B0F3F3069FAA608A8AFC78CD6E2A3289967B8C90C569386C99A77A79F3CF1	720	1160	0.551724137931	121	0
67	blue	old	train	train	0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_0332.jpg	finetune_quant_dataset/quant_0067.jpg	343BB40DACF7ACD1A8AF0205FDADB13127B8C2BE0AD57EA423447646B8B564F8	1920	1080	0.333333333333	0	140
68	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_60_0422.jpg	finetune_quant_dataset/quant_0068.jpg	23F8BF2B077DE649FAA7EAC2E22EA3EF3BB844E8803370100EB0C68AFC07ADD3	1920	1080	0.333333333333	0	140
69	other_all	special	train	教练车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\教练车牌\粤C2329学.jpg	finetune_quant_dataset/quant_0069.jpg	D33E43303ED205409905CDD2E8190F75E57C41A1BE497C98D77854C3F7F25B72	1600	1200	0.4	0	80
70	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_base_0455411877395-107_72-203&475_483&636-481&640_197&553_203&468_487&555-0_0_33_32_29_23_31-122-99.jpg	finetune_quant_dataset/quant_0070.jpg	89417A7BEFED55D6A8EA6D62C9EE28B61D548E00C74E8FCE60E33A065CA60004	720	1160	0.551724137931	121	0
71	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0179557291667-89_252-300&442_497&534-479&518_300&534_324&446_497&442-0_0_3_25_24_32_26_30-159-34.jpg	finetune_quant_dataset/quant_0071.jpg	CF4722A0E2972BFA4338F36F15E89193DA7E445F0114A1F6F0797A982E6F4CCF	720	1160	0.551724137931	121	0
72	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_db_0288-1_15-229&479_491&571-470&563_229&571_250&487_491&479-2_14_0_26_33_24_26-9-5.jpg	finetune_quant_dataset/quant_0072.jpg	F9BEDA1DA6EBBE143B792894B921E2F6FC706AE174F678C5B3A4A280E4E2E8FD	720	1160	0.551724137931	121	0
73	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_1 (91).jpg	finetune_quant_dataset/quant_0073.jpg	6DF9D8B4EF3BCFE1EB80D39234E2EEE91BB58BE1FE79710135C4C97F118E3ADE	1628	1236	0.39312039312	0	77
74	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_57_0510.jpg	finetune_quant_dataset/quant_0074.jpg	4CB1F56940EA331732988A9924612F1CB7A2D44525C5B04E6A4AF47ACFBC6951	1920	1080	0.333333333333	0	140
