quant_image	subset	resized_width	source	label
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_010.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000069406.jpg	冀AR8MSD
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_011.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000308855.jpg	黑DM85J学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_012.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000414172.jpg	粤KJKHR澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_013.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/粤S4455警.jpg	粤S4455警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_014.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000422283.jpg	湘T79735F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_015.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0158_0_ab7fa40d.jpg	川A4713警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_016.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_double_train_62_1906_0_7bb42881.jpg	川BB036警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_017.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000157271.jpg	甘U6RGZ学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_018.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000443556.jpg	900082使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_019.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000142788.jpg	粤SZT0P澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_020.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000099023.jpg	苏51451领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_021.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000072171.jpg	津Y9PQ0Q
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_022.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000053394.jpg	新59648领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_023.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_1280_0_0dbf91a2.jpg	川A4614警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_024.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000167519.jpg	粤W5RR2港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_025.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000371147.jpg	126956使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_026.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000301292.jpg	京HFL4551
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_027.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000367715.jpg	宁J96947D
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_028.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000479169.jpg	晋D80317F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_029.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000408172.jpg	粤OSFPZ港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_030.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000250191.jpg	688224使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_031.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000404589.jpg	京FDX3784
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_032.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000365271.jpg	粤XY11A澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_033.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000352816.jpg	京HD23951
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_034.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000007977.jpg	宁ZD53070
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_035.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000341757.jpg	冀P75547F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_036.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000160202.jpg	闽R1WUME
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_037.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000346505.jpg	贵68989领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_038.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000200859.jpg	渝98736领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_039.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000160075.jpg	粤KV5EY港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_040.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000343960.jpg	130278使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_041.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000199153.jpg	桂T41252F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_042.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000024931.jpg	琼ITVLUU
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_043.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0793_0_197bd069.jpg	川RB218警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_044.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000432516.jpg	561974使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_045.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000071291.jpg	浙74894领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_046.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000004377.jpg	粤YHAUW港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_047.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000142963.jpg	豫S83GK学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_048.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000305450.jpg	甘CY8HP学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_049.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000394712.jpg	576211使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_050.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000001104.jpg	云29801领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_051.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000039251.jpg	粤TGAMU港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_052.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0167_0_3039a1e4.jpg	川A3838警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_053.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000399961.jpg	新PDK2660
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_054.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000017763.jpg	桂ECWTE学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_055.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000448628.jpg	粤Q9X4V澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_056.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000115762.jpg	川PUWY4E
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_057.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000275653.jpg	京MP7FH学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_058.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000141807.jpg	湘TCPJ68
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_059.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000020147.jpg	粤BXKJZ港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_060.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000478725.jpg	粤YSN7Q港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_061.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0518_0_4773fe91.jpg	川A7202警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_062.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000329947.jpg	湘G8LBJ学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_063.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000498521.jpg	贵69394领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_064.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000306975.jpg	津X33850F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_065.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000375339.jpg	琼D7BT2J
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_066.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000259333.jpg	695958使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_067.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0391_0_df15c8d2.jpg	川A3673警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_068.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000051162.jpg	辽I9KWDW
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_069.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000235008.jpg	闽JVXC9学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_070.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_66_0759_0_dde49db2.jpg	川A9222警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_071.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000309578.jpg	粤RUVPV澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_072.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000014059.jpg	粤SJGF6港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_073.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000161198.jpg	贵H815HU
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_074.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000444747.jpg	辽QU8TM学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_075.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000040577.jpg	宁GZRBA学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_076.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000155541.jpg	粤KZQWW澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_077.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000056416.jpg	643564使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_078.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000031430.jpg	粤OBCV5澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_079.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000103520.jpg	757883使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_080.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000054955.jpg	川Y91806F
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_081.png	hard	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/hard/train/000048115.jpg	浙HFS0870
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_082.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/粤C0666警.jpg	粤C0666警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_083.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000183769.jpg	鄂14620领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_084.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000212269.jpg	粤J0N07澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_085.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000364152.jpg	882232使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_086.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000359848.jpg	豫IDPJ9R
